GISJOIN,STATEA,COUNTYA,TRACTA,BLKGRPA,below_poverty_total,above_poverty_total
G41005100103041,41,51,10304,1,975,1933
G41005100103042,41,51,10304,2,752,1132
G41005100103051,41,51,10305,1,184,1237
G41005100103052,41,51,10305,2,58,1032
G41005100103053,41,51,10305,3,117,1344
G41005100103061,41,51,10306,1,214,1584
G41005100103062,41,51,10306,2,68,1770
G41005100103063,41,51,10306,3,274,819
G41005100104021,41,51,10402,1,157,1122
G41005100104022,41,51,10402,2,239,2228
G41005100104023,41,51,10402,3,43,2196
G41005100104051,41,51,10405,1,53,1854
G41005100104052,41,51,10405,2,167,813
G41005100104053,41,51,10405,3,279,1477
G41005100104054,41,51,10405,4,244,1111
G41005100104071,41,51,10407,1,156,2060
G41005100104072,41,51,10407,2,305,1694
G41005100104073,41,51,10407,3,147,1172
G41005100104081,41,51,10408,1,200,1593
G41005100104082,41,51,10408,2,68,1168
G41005100104083,41,51,10408,3,438,724
G41005100104084,41,51,10408,4,528,1058
G41005100104091,41,51,10409,1,674,4716
G41005100104092,41,51,10409,2,155,1605
G41005100104093,41,51,10409,3,12,908
G41005100104101,41,51,10410,1,866,1548
G41005100104102,41,51,10410,2,337,1213
G41005100104103,41,51,10410,3,229,597
G41005100104111,41,51,10411,1,149,1018
G41005100104112,41,51,10411,2,240,1519
G41005100105001,41,51,10500,1,117,1050
G41005100105002,41,51,10500,2,123,1312
G41005100105003,41,51,10500,3,265,478
G41005100105004,41,51,10500,4,35,1148
G41005100106001,41,51,10600,1,231,489
G41005100106002,41,51,10600,2,585,596
G41005100106003,41,51,10600,3,281,203
G41005109800001,41,51,980000,1,0,0
G41005300051001,41,53,5100,1,256,433
G41005300051002,41,53,5100,2,540,829
G41005300052011,41,53,5201,1,125,576
G41005300052012,41,53,5201,2,209,4817
G41005300052013,41,53,5201,3,276,2590
G41005300052021,41,53,5202,1,83,1525
G41005300052022,41,53,5202,2,469,1996
G41005300052023,41,53,5202,3,60,2608
G41005300052024,41,53,5202,4,466,2521
G41005300053001,41,53,5300,1,35,975
G41005300053002,41,53,5300,2,324,908
G41005300053003,41,53,5300,3,122,2023
G41005300053004,41,53,5300,4,9,970
G41005300053005,41,53,5300,5,246,3186
G41005300202021,41,53,20202,1,110,1650
G41005300202022,41,53,20202,2,187,1793
G41005300202023,41,53,20202,3,407,1349
G41005300202031,41,53,20203,1,345,981
G41005300202032,41,53,20203,2,246,265
G41005300202033,41,53,20203,3,123,867
G41005300202041,41,53,20204,1,79,1205
G41005300202042,41,53,20204,2,27,1179
G41005300202043,41,53,20204,3,497,1994
G41005300203021,41,53,20302,1,57,925
G41005300203022,41,53,20302,2,10,844
G41005300203023,41,53,20302,3,1433,2135
G41005300203024,41,53,20302,4,44,862
G41005300203025,41,53,20302,5,941,2209
G41005300203031,41,53,20303,1,633,1367
G41005300203032,41,53,20303,2,356,899
G41005300203041,41,53,20304,1,716,934
G41005300203042,41,53,20304,2,602,931
G41005300203043,41,53,20304,3,283,3190
G41005300204001,41,53,20400,1,231,940
G41005300204002,41,53,20400,2,146,1683
G41005300204003,41,53,20400,3,137,511
G41005300204004,41,53,20400,4,354,1026
G41005300204005,41,53,20400,5,117,565
G41005300205001,41,53,20500,1,177,1116
G41005300205002,41,53,20500,2,282,3203
G41005300205003,41,53,20500,3,444,1368
G41005509501001,41,55,950100,1,193,691
G41005509501002,41,55,950100,2,215,748
G41005709601001,41,57,960100,1,222,896
G41005709601002,41,57,960100,2,445,964
G41005709601003,41,57,960100,3,73,349
G41005709601004,41,57,960100,4,57,488
G41005709602001,41,57,960200,1,81,603
G41005709602002,41,57,960200,2,120,640
G41005709602003,41,57,960200,3,133,598
G41005709603001,41,57,960300,1,103,1064
G41005709603002,41,57,960300,2,185,1310
G41005709604001,41,57,960400,1,84,541
G41005709604002,41,57,960400,2,282,697
G41005709604003,41,57,960400,3,490,1288
G41005709604004,41,57,960400,4,0,757
G41005709604005,41,57,960400,5,171,757
G41005709604006,41,57,960400,6,17,1139
G41005709604007,41,57,960400,7,200,726
G41005709605001,41,57,960500,1,418,601
G41005709605002,41,57,960500,2,102,734
G41005709605003,41,57,960500,3,91,461
G41005709606001,41,57,960600,1,56,303
G41005709606002,41,57,960600,2,101,956
G41005709606003,41,57,960600,3,81,687
G41005709607001,41,57,960700,1,33,883
G41005709607002,41,57,960700,2,121,862
G41005709607003,41,57,960700,3,75,595
G41005709608001,41,57,960800,1,143,657
G41005709608002,41,57,960800,2,13,679
G41005709608003,41,57,960800,3,66,344
G41005709901000,41,57,990100,0,0,0
G41005909400001,41,59,940000,1,180,817
G41005909400002,41,59,940000,2,409,1531
G41005909501001,41,59,950100,1,199,1408
G41005909501002,41,59,950100,2,38,1034
G41005909501003,41,59,950100,3,47,719
G41005909501004,41,59,950100,4,78,1022
G41005909502001,41,59,950200,1,322,839
G41005909502002,41,59,950200,2,280,878
G41005909502003,41,59,950200,3,709,1135
G41005909502004,41,59,950200,4,441,608
G41005909502005,41,59,950200,5,297,733
G41005909502006,41,59,950200,6,56,803
G41005909502007,41,59,950200,7,271,264
G41005909503001,41,59,950300,1,40,939
G41005909503002,41,59,950300,2,138,657
G41005909503003,41,59,950300,3,111,766
G41005909504001,41,59,950400,1,116,446
G41005909504002,41,59,950400,2,172,405
G41005909504003,41,59,950400,3,78,653
G41005909504004,41,59,950400,4,30,832
G41005909504005,41,59,950400,5,37,1492
G41005909504006,41,59,950400,6,120,676
G41005909505001,41,59,950500,1,174,854
G41005909505002,41,59,950500,2,46,1514
G41005909505003,41,59,950500,3,69,716
G41005909505004,41,59,950500,4,44,1297
G41005909506001,41,59,950600,1,103,515
G41005909506002,41,59,950600,2,231,656
G41005909506003,41,59,950600,3,409,571
G41005909506004,41,59,950600,4,105,1110
G41005909506005,41,59,950600,5,347,1061
G41005909506006,41,59,950600,6,56,1013
G41005909507001,41,59,950700,1,76,957
G41005909507002,41,59,950700,2,170,612
G41005909507003,41,59,950700,3,121,399
G41005909508001,41,59,950800,1,344,984
G41005909508002,41,59,950800,2,39,1332
G41005909508003,41,59,950800,3,122,947
G41005909508004,41,59,950800,4,307,1590
G41005909509001,41,59,950900,1,286,1069
G41005909509002,41,59,950900,2,66,895
G41005909509003,41,59,950900,3,258,1294
G41005909510001,41,59,951000,1,75,916
G41005909510002,41,59,951000,2,244,2358
G41005909510003,41,59,951000,3,108,702
G41005909510004,41,59,951000,4,237,558
G41005909510005,41,59,951000,5,371,470
G41005909511001,41,59,951100,1,24,494
G41005909511002,41,59,951100,2,581,1149
G41005909511003,41,59,951100,3,115,586
G41005909511004,41,59,951100,4,120,894
G41005909511005,41,59,951100,5,11,1719
G41005909512001,41,59,951200,1,763,2889
G41005909512002,41,59,951200,2,385,1126
G41005909512003,41,59,951200,3,31,589
G41005909512004,41,59,951200,4,279,625
G41005909512005,41,59,951200,5,96,1308
G41005909512006,41,59,951200,6,237,742
G41005909513001,41,59,951300,1,93,788
G41005909513002,41,59,951300,2,79,1031
G41005909513003,41,59,951300,3,169,686
G41005909513004,41,59,951300,4,152,775
G41005909514001,41,59,951400,1,154,1403
G41005909514002,41,59,951400,2,105,548
G41006109701001,41,61,970100,1,60,529
G41006109701002,41,61,970100,2,201,884
G41006109701003,41,61,970100,3,122,495
G41006109701004,41,61,970100,4,67,642
G41006109702001,41,61,970200,1,183,711
G41006109702002,41,61,970200,2,97,1140
G41006109702003,41,61,970200,3,183,822
G41006109703001,41,61,970300,1,54,585
G41006109703002,41,61,970300,2,130,1581
G41006109704001,41,61,970400,1,27,866
G41006109704002,41,61,970400,2,287,955
G41006109704003,41,61,970400,3,112,741
G41006109705001,41,61,970500,1,268,934
G41006109705002,41,61,970500,2,597,684
G41006109705003,41,61,970500,3,153,826
G41006109706001,41,61,970600,1,112,1023
G41006109706002,41,61,970600,2,184,729
G41006109706003,41,61,970600,3,251,577
G41006109706004,41,61,970600,4,47,896
G41006109707001,41,61,970700,1,164,447
G41006109707002,41,61,970700,2,96,476
G41006109707003,41,61,970700,3,559,922
G41006109708001,41,61,970800,1,186,874
G41006109708002,41,61,970800,2,150,296
G41006109708003,41,61,970800,3,219,993
G41006109708004,41,61,970800,4,163,824
G41006309601001,41,63,960100,1,314,1444
G41006309602001,41,63,960200,1,147,1345
G41006309602002,41,63,960200,2,13,388
G41006309603001,41,63,960300,1,56,557
G41006309603002,41,63,960300,2,81,667
G41006309603003,41,63,960300,3,218,1137
G41006309603004,41,63,960300,4,88,391
G41006509701001,41,65,970100,1,351,2259
G41006509701002,41,65,970100,2,102,717
G41006509701003,41,65,970100,3,25,658
G41006509702001,41,65,970200,1,22,468
G41006509702002,41,65,970200,2,53,1097
G41006509702003,41,65,970200,3,287,744
G41006509703001,41,65,970300,1,191,906
G41006509703002,41,65,970300,2,47,578
G41006509703003,41,65,970300,3,393,959
G41006509704001,41,65,970400,1,145,631
G41006509704002,41,65,970400,2,347,1783
G41006509705001,41,65,970500,1,161,902
G41006509705002,41,65,970500,2,386,838
G41006509705003,41,65,970500,3,94,621
G41006509706001,41,65,970600,1,182,779
G41006509706002,41,65,970600,2,187,1226
G41006509707001,41,65,970700,1,503,670
G41006509707002,41,65,970700,2,220,1212
G41006509708001,41,65,970800,1,133,940
G41006509708002,41,65,970800,2,185,756
G41006509708003,41,65,970800,3,324,610
G41006509708004,41,65,970800,4,164,894
G41006700301011,41,67,30101,1,17,1229
G41006700301012,41,67,30101,2,60,543
G41006700301013,41,67,30101,3,204,3893
G41006700301014,41,67,30101,4,0,1444
G41006700301021,41,67,30102,1,178,1268
G41006700301022,41,67,30102,2,72,3792
G41006700302001,41,67,30200,1,224,1218
G41006700302002,41,67,30200,2,7,968
G41006700302003,41,67,30200,3,205,2210
G41006700302004,41,67,30200,4,117,1964
G41006700303001,41,67,30300,1,64,1116
G41006700303002,41,67,30300,2,49,1324
G41006700303003,41,67,30300,3,8,630
G41006700303004,41,67,30300,4,94,1438
G41006700304011,41,67,30401,1,323,366
G41006700304012,41,67,30401,2,127,2043
G41006700304013,41,67,30401,3,411,1857
G41006700304021,41,67,30402,1,84,1433
G41006700304022,41,67,30402,2,92,1309
G41006700304023,41,67,30402,3,274,1213
G41006700305011,41,67,30501,1,146,1213
G41006700305012,41,67,30501,2,14,1244
G41006700305013,41,67,30501,3,242,960
G41006700305014,41,67,30501,4,94,928
G41006700305021,41,67,30502,1,279,1635
G41006700305022,41,67,30502,2,153,742
G41006700305023,41,67,30502,3,104,1017
G41006700306001,41,67,30600,1,100,2549
G41006700306002,41,67,30600,2,196,1400
G41006700306003,41,67,30600,3,41,1031
G41006700307001,41,67,30700,1,178,376
G41006700307002,41,67,30700,2,83,721
G41006700308011,41,67,30801,1,213,1950
G41006700308012,41,67,30801,2,40,1546
G41006700308013,41,67,30801,3,406,967
G41006700308014,41,67,30801,4,440,1340
G41006700308031,41,67,30803,1,376,1707
G41006700308032,41,67,30803,2,0,689
G41006700308033,41,67,30803,3,301,1377
G41006700308034,41,67,30803,4,26,806
G41006700308051,41,67,30805,1,40,979
G41006700308052,41,67,30805,2,35,779
G41006700308053,41,67,30805,3,186,1717
G41006700308061,41,67,30806,1,307,2217
G41006700309001,41,67,30900,1,160,1480
G41006700309002,41,67,30900,2,605,1207
G41006700309003,41,67,30900,3,214,1308
G41006700310031,41,67,31003,1,288,1331
G41006700310032,41,67,31003,2,201,862
G41006700310033,41,67,31003,3,71,827
G41006700310034,41,67,31003,4,60,2062
G41006700310035,41,67,31003,5,149,1623
G41006700310041,41,67,31004,1,175,2055
G41006700310042,41,67,31004,2,0,1634
G41006700310043,41,67,31004,3,96,1324
G41006700310044,41,67,31004,4,119,1941
G41006700310051,41,67,31005,1,141,1303
G41006700310052,41,67,31005,2,77,1125
G41006700310053,41,67,31005,3,263,770
G41006700310054,41,67,31005,4,447,1101
G41006700310061,41,67,31006,1,468,1441
G41006700310062,41,67,31006,2,410,542
G41006700310063,41,67,31006,3,92,1126
G41006700310064,41,67,31006,4,672,1483
G41006700311001,41,67,31100,1,415,1475
G41006700311002,41,67,31100,2,127,473
G41006700312001,41,67,31200,1,593,1039
G41006700312002,41,67,31200,2,249,452
G41006700312003,41,67,31200,3,670,2724
G41006700312004,41,67,31200,4,354,1452
G41006700313001,41,67,31300,1,327,1007
G41006700313002,41,67,31300,2,269,1758
G41006700313003,41,67,31300,3,496,1169
G41006700313004,41,67,31300,4,493,1469
G41006700314021,41,67,31402,1,448,1060
G41006700314022,41,67,31402,2,217,959
G41006700314031,41,67,31403,1,36,733
G41006700314032,41,67,31403,2,282,2099
G41006700314033,41,67,31403,3,93,1224
G41006700314041,41,67,31404,1,130,1578
G41006700314042,41,67,31404,2,156,622
G41006700314043,41,67,31404,3,294,1070
G41006700314044,41,67,31404,4,202,833
G41006700315041,41,67,31504,1,54,1520
G41006700315042,41,67,31504,2,69,1072
G41006700315043,41,67,31504,3,279,765
G41006700315044,41,67,31504,4,96,2240
G41006700315061,41,67,31506,1,108,1160
G41006700315062,41,67,31506,2,348,2238
G41006700315071,41,67,31507,1,2,2872
G41006700315072,41,67,31507,2,48,981
G41006700315073,41,67,31507,3,250,1337
G41006700315081,41,67,31508,1,4,2081
G41006700315082,41,67,31508,2,48,1774
G41006700315083,41,67,31508,3,122,798
G41006700315084,41,67,31508,4,0,1275
G41006700315085,41,67,31508,5,85,1291
G41006700315091,41,67,31509,1,290,2698
G41006700315092,41,67,31509,2,28,368
G41006700315111,41,67,31511,1,25,2152
G41006700315112,41,67,31511,2,204,652
G41006700315121,41,67,31512,1,0,515
G41006700315122,41,67,31512,2,34,3669
G41006700315123,41,67,31512,3,191,3264
G41006700315131,41,67,31513,1,0,4077
G41006700315132,41,67,31513,2,18,2432
G41006700315133,41,67,31513,3,59,5199
G41006700315141,41,67,31514,1,35,1276
G41006700315142,41,67,31514,2,13,3321
G41006700315143,41,67,31514,3,152,1867
G41006700316061,41,67,31606,1,472,1900
G41006700316062,41,67,31606,2,568,2120
G41006700316063,41,67,31606,3,88,1392
G41006700316091,41,67,31609,1,134,1261
G41006700316092,41,67,31609,2,1109,2902
G41006700316093,41,67,31609,3,317,1736
G41006700316094,41,67,31609,4,248,1218
G41006700316101,41,67,31610,1,34,904
G41006700316102,41,67,31610,2,462,1349
G41006700316103,41,67,31610,3,264,604
G41006700316104,41,67,31610,4,739,2351
G41006700316105,41,67,31610,5,59,1177
G41006700316111,41,67,31611,1,152,2933
G41006700316112,41,67,31611,2,170,2713
G41006700316113,41,67,31611,3,179,1385
G41006700316121,41,67,31612,1,513,2640
G41006700316131,41,67,31613,1,155,1083
G41006700316132,41,67,31613,2,359,1205
G41006700316133,41,67,31613,3,324,1169
G41006700316134,41,67,31613,4,648,1805
G41006700316141,41,67,31614,1,87,1890
G41006700316142,41,67,31614,2,385,2987
G41006700316151,41,67,31615,1,258,1578
G41006700316152,41,67,31615,2,126,1248
G41006700316153,41,67,31615,3,94,1167
G41006700316154,41,67,31615,4,71,1094
G41006700316161,41,67,31616,1,49,1425
G41006700316162,41,67,31616,2,38,1619
G41006700316171,41,67,31617,1,209,1178
G41006700316172,41,67,31617,2,53,1359
G41006700316173,41,67,31617,3,33,1119
G41006700316174,41,67,31617,4,124,732
G41006700317031,41,67,31703,1,89,1343
G41006700317032,41,67,31703,2,100,1137
G41006700317033,41,67,31703,3,250,2047
G41006700317041,41,67,31704,1,380,1240
G41006700317042,41,67,31704,2,82,1111
G41006700317043,41,67,31704,3,0,1149
G41006700317044,41,67,31704,4,62,595
G41006700317045,41,67,31704,5,121,1186
G41006700317046,41,67,31704,6,176,2742
G41006700317051,41,67,31705,1,228,682
G41006700317052,41,67,31705,2,812,1746
G41006700317053,41,67,31705,3,359,1226
G41006700317061,41,67,31706,1,737,2191
G41006700317062,41,67,31706,2,299,854
G41006700317063,41,67,31706,3,129,1310
G41006700318041,41,67,31804,1,10,2194
G41006700318042,41,67,31804,2,495,2951
G41006700318051,41,67,31805,1,0,1238
G41006700318052,41,67,31805,2,107,3268
G41006700318053,41,67,31805,3,9,887
G41006700318054,41,67,31805,4,73,1406
G41006700318061,41,67,31806,1,117,1362
G41006700318062,41,67,31806,2,26,1245
G41006700318063,41,67,31806,3,112,2301
G41006700318071,41,67,31807,1,258,1380
G41006700318072,41,67,31807,2,23,2052
G41006700318121,41,67,31812,1,48,2147
G41006700318122,41,67,31812,2,654,2732
G41006700318131,41,67,31813,1,130,3493
G41006700318132,41,67,31813,2,100,1908
G41006700318141,41,67,31814,1,22,1041
G41006700318142,41,67,31814,2,137,2879
G41006700318151,41,67,31815,1,52,1953
G41006700318152,41,67,31815,2,369,2965
G41006700318153,41,67,31815,3,12,1832
G41006700319041,41,67,31904,1,38,1419
G41006700319042,41,67,31904,2,40,1470
G41006700319071,41,67,31907,1,20,1489
G41006700319072,41,67,31907,2,32,721
G41006700319073,41,67,31907,3,72,1013
G41006700319074,41,67,31907,4,100,611
G41006700319075,41,67,31907,5,274,1260
G41006700319081,41,67,31908,1,395,3207
G41006700319082,41,67,31908,2,95,3765
G41006700319091,41,67,31909,1,77,2750
G41006700319092,41,67,31909,2,43,1669
G41006700319101,41,67,31910,1,380,2615
G41006700319102,41,67,31910,2,77,2249
G41006700319103,41,67,31910,3,236,2768
G41006700319111,41,67,31911,1,256,2069
G41006700319112,41,67,31911,2,103,2142
G41006700319121,41,67,31912,1,288,1489
G41006700319122,41,67,31912,2,301,1308
G41006700319123,41,67,31912,3,8,994
G41006700320011,41,67,32001,1,570,2563
G41006700320012,41,67,32001,2,54,1230
G41006700320013,41,67,32001,3,15,855
G41006700320031,41,67,32003,1,173,1264
G41006700320032,41,67,32003,2,347,1158
G41006700320033,41,67,32003,3,208,515
G41006700320041,41,67,32004,1,81,876
G41006700320042,41,67,32004,2,102,714
G41006700320051,41,67,32005,1,0,12
G41006700320052,41,67,32005,2,88,748
G41006700320053,41,67,32005,3,730,1405
G41006700320054,41,67,32005,4,605,122
G41006700321031,41,67,32103,1,258,2635
G41006700321032,41,67,32103,2,435,2931
G41006700321033,41,67,32103,3,386,3321
G41006700321041,41,67,32104,1,31,1081
G41006700321042,41,67,32104,2,20,2128
G41006700321043,41,67,32104,3,38,1528
G41006700321071,41,67,32107,1,179,2000
G41006700321081,41,67,32108,1,63,1169
G41006700321082,41,67,32108,2,171,1524
G41006700321083,41,67,32108,3,96,1404
G41006700321091,41,67,32109,1,0,795
G41006700321092,41,67,32109,2,61,2217
G41006700321101,41,67,32110,1,97,806
G41006700321102,41,67,32110,2,5,969
G41006700322001,41,67,32200,1,255,4320
G41006700322002,41,67,32200,2,8,850
G41006700322003,41,67,32200,3,92,952
G41006700322004,41,67,32200,4,4,833
G41006700323001,41,67,32300,1,830,4222
G41006700324041,41,67,32404,1,147,890
G41006700324042,41,67,32404,2,94,1300
G41006700324043,41,67,32404,3,216,1311
G41006700324044,41,67,32404,4,40,1732
G41006700324045,41,67,32404,5,99,1439
G41006700324061,41,67,32406,1,355,951
G41006700324062,41,67,32406,2,18,772
G41006700324063,41,67,32406,3,40,1530
G41006700324064,41,67,32406,4,43,2863
G41006700324065,41,67,32406,5,139,1537
G41006700324071,41,67,32407,1,116,2821
G41006700324072,41,67,32407,2,109,2509
G41006700324081,41,67,32408,1,394,2102
G41006700324082,41,67,32408,2,368,3927
G41006700324091,41,67,32409,1,1066,1008
G41006700324092,41,67,32409,2,1298,1913
G41006700324101,41,67,32410,1,367,1909
G41006700324102,41,67,32410,2,246,742
G41006700324103,41,67,32410,3,220,640
G41006700325011,41,67,32501,1,561,1100
G41006700325012,41,67,32501,2,202,876
G41006700325021,41,67,32502,1,545,2297
G41006700325031,41,67,32503,1,187,2070
G41006700325032,41,67,32503,2,352,1014
G41006700326031,41,67,32603,1,306,1505
G41006700326032,41,67,32603,2,0,1095
G41006700326033,41,67,32603,3,31,1489
G41006700326034,41,67,32603,4,34,2595
G41006700326041,41,67,32604,1,39,550
G41006700326042,41,67,32604,2,68,868
G41006700326043,41,67,32604,3,133,486
G41006700326044,41,67,32604,4,358,941
G41006700326045,41,67,32604,5,277,2114
G41006700326061,41,67,32606,1,35,1172
G41006700326062,41,67,32606,2,604,1778
G41006700326063,41,67,32606,3,0,544
G41006700326064,41,67,32606,4,124,858
G41006700326065,41,67,32606,5,81,1188
G41006700326071,41,67,32607,1,246,3151
G41006700326081,41,67,32608,1,116,1998
G41006700326091,41,67,32609,1,74,2267
G41006700326101,41,67,32610,1,172,1765
G41006700326102,41,67,32610,2,21,804
G41006700327001,41,67,32700,1,273,1272
G41006700327002,41,67,32700,2,89,1802
G41006700327003,41,67,32700,3,144,1359
G41006700328001,41,67,32800,1,91,1160
G41006700329011,41,67,32901,1,297,2929
G41006700329012,41,67,32901,2,462,1803
G41006700329021,41,67,32902,1,411,657
G41006700329022,41,67,32902,2,571,2481
G41006700329023,41,67,32902,3,29,701
G41006700329024,41,67,32902,4,173,2525
G41006700330001,41,67,33000,1,95,1121
G41006700330002,41,67,33000,2,86,1242
G41006700330003,41,67,33000,3,106,1083
G41006700330004,41,67,33000,4,101,1169
G41006700331011,41,67,33101,1,667,2575
G41006700331021,41,67,33102,1,147,1511
G41006700331022,41,67,33102,2,220,966
G41006700332001,41,67,33200,1,21,1430
G41006700332002,41,67,33200,2,646,1523
G41006700332003,41,67,33200,3,520,1678
G41006700333011,41,67,33301,1,236,3311
G41006700333012,41,67,33301,2,170,391
G41006700333013,41,67,33301,3,483,415
G41006700333014,41,67,33301,4,134,644
G41006700333021,41,67,33302,1,34,1541
G41006700333022,41,67,33302,2,108,2963
G41006700334001,41,67,33400,1,174,595
G41006700334002,41,67,33400,2,37,1517
G41006700335001,41,67,33500,1,65,693
G41006700335002,41,67,33500,2,158,2816
G41006700336001,41,67,33600,1,54,774
G41006700336002,41,67,33600,2,25,464
G41006700336003,41,67,33600,3,185,663
G41006909601001,41,69,960100,1,92,454
G41006909601002,41,69,960100,2,105,611
G41007100301011,41,71,30101,1,126,2631
G41007100301012,41,71,30101,2,437,2570
G41007100301021,41,71,30102,1,142,665
G41007100301022,41,71,30102,2,148,3348
G41007100301023,41,71,30102,3,97,2742
G41007100302011,41,71,30201,1,152,1238
G41007100302012,41,71,30201,2,292,899
G41007100302013,41,71,30201,3,66,841
G41007100302014,41,71,30201,4,173,1169
G41007100302021,41,71,30202,1,595,2034
G41007100302022,41,71,30202,2,586,528
G41007100302023,41,71,30202,3,419,2207
G41007100303011,41,71,30301,1,88,505
G41007100303012,41,71,30301,2,475,3303
G41007100303013,41,71,30301,3,84,1236
G41007100303014,41,71,30301,4,225,2942
G41007100303015,41,71,30301,5,102,839
G41007100303021,41,71,30302,1,20,939
G41007100303022,41,71,30302,2,183,958
G41007100304001,41,71,30400,1,51,610
G41007100304002,41,71,30400,2,41,2246
G41007100304003,41,71,30400,3,101,1086
G41007100304004,41,71,30400,4,78,816
G41007100304005,41,71,30400,5,119,2271
G41007100305011,41,71,30501,1,107,1186
G41007100305012,41,71,30501,2,84,659
G41007100305013,41,71,30501,3,434,1949
G41007100305014,41,71,30501,4,11,4
G41007100305021,41,71,30502,1,106,1004
G41007100305022,41,71,30502,2,163,969
G41007100305023,41,71,30502,3,294,796
G41007100305024,41,71,30502,4,200,1047
G41007100306011,41,71,30601,1,131,572
G41007100306012,41,71,30601,2,183,1883
G41007100306013,41,71,30601,3,31,446
G41007100306021,41,71,30602,1,431,2790
G41007100306022,41,71,30602,2,403,2201
G41007100307011,41,71,30701,1,565,2089
G41007100307012,41,71,30701,2,254,3171
G41007100307013,41,71,30701,3,104,1346
G41007100307021,41,71,30702,1,253,1460
G41007100307022,41,71,30702,2,545,749
G41007100307023,41,71,30702,3,327,1943
G41007100307024,41,71,30702,4,827,1483
G41007100308011,41,71,30801,1,394,1710
G41007100308012,41,71,30801,2,302,1029
G41007100308013,41,71,30801,3,99,1342
G41007100308021,41,71,30802,1,1245,1246
G41007100308022,41,71,30802,2,112,33
G41007100308023,41,71,30802,3,285,841
G41007100309001,41,71,30900,1,527,2553
G41007100309002,41,71,30900,2,153,1534
G41007100310001,41,71,31000,1,130,1569
G41007100310002,41,71,31000,2,284,2172
